school_id,system_id,sctype,gender,ethnicity,cltype,tdegree,tyear,lunch,read_old,read,math_old,math
51,22,suburban,male,cauc,regular,bachelor,5,free,564,567,563,559
29,11,inner-city,male,afam,regular,bachelor,2,free,608,629,584,603
11,8,rural,female,cauc,small,bachelor,14,non-free,669,680,699,639
50,21,rural,female,cauc,regular+aide,master,9,non-free,614,612,559,618
1,1,rural,male,cauc,small,bachelor,0,non-free,637,618,699,629
49,21,rural,female,cauc,small,bachelor,13,free,502,536,520,558
7,5,rural,male,cauc,regular,bachelor,24,non-free,608,639,590,655
69,35,rural,male,cauc,small,bachelor,18,non-free,650,665,626,678
33,11,inner-city,female,afam,regular+aide,bachelor,18,free,538,592,531,583
45,18,inner-city,male,afam,regular+aide,master,11,free,559,595,593,604
7,5,rural,male,cauc,small,bachelor,23,non-free,542,620,603,663
30,11,inner-city,female,afam,regular,bachelor,3,free,536,567,577,603
32,11,inner-city,male,afam,regular+aide,master,33,free,573,606,620,639
7,5,rural,male,cauc,regular+aide,master,5,non-free,564,608,587,667
33,11,inner-city,female,afam,small,bachelor,29,free,577,585,561,567
58,25,suburban,male,cauc,regular,bachelor,11,non-free,520,538,563,585
53,22,inner-city,female,afam,small,bachelor,5,non-free,538,588,541,593
10,7,urban,female,cauc,small,bachelor,0,non-free,614,665,659,655
75,39,rural,male,cauc,small,bachelor,22,non-free,599,631,596,610
27,11,inner-city,female,afam,regular+aide,bachelor,4,free,562,565,572,567
33,11,inner-city,male,afam,regular+aide,bachelor,18,free,562,577,599,585
80,42,rural,female,cauc,regular,master,13,non-free,622,675,639,684
43,18,suburban,male,cauc,regular+aide,bachelor,22,non-free,627,665,632,700
29,11,inner-city,male,afam,regular,bachelor,5,free,586,602,572,629
77,40,rural,male,cauc,regular,bachelor,28,non-free,659,675,626,667
19,11,inner-city,female,afam,regular,master,16,free,532,583,517,561
57,24,rural,female,cauc,small,master,11,non-free,582,610,522,570
36,12,suburban,male,cauc,small,master,17,non-free,627,629,615,639
3,3,rural,male,cauc,regular+aide,master,13,non-free,650,608,615,582
62,29,rural,female,cauc,regular,bachelor,17,free,596,636,587,614
7,5,rural,female,cauc,regular+aide,bachelor,0,free,599,636,570,631
51,22,suburban,male,cauc,regular,bachelor,5,non-free,577,614,607,626
77,40,rural,female,cauc,small,bachelor,7,free,547,569,554,604
43,18,suburban,female,cauc,regular,master,19,non-free,614,622,596,663
68,34,rural,female,cauc,small,master,12,non-free,584,644,579,601
45,18,inner-city,male,afam,small,master,18,free,622,590,572,571
44,18,suburban,male,afam,small,bachelor,7,free,559,554,615,549
66,32,rural,male,cauc,small,bachelor,1,free,602,641,639,672
8,6,rural,female,cauc,regular,bachelor,15,free,552,670,590,631
66,32,rural,female,cauc,small,bachelor,1,non-free,614,647,570,645
12,9,rural,male,cauc,regular,bachelor,0,free,618,622,587,601
7,5,rural,female,afam,small,bachelor,5,non-free,577,602,563,593
74,38,rural,male,cauc,regular+aide,master,19,free,650,654,626,634
22,11,inner-city,female,afam,regular,bachelor,20,non-free,593,612,582,624
30,11,inner-city,female,afam,regular+aide,bachelor,18,free,550,616,540,594
64,31,rural,male,cauc,regular,master,6,non-free,545,593,599,624
41,17,suburban,male,cauc,regular+aide,master,21,non-free,637,626,611,655
63,30,rural,female,cauc,regular+aide,bachelor,15,non-free,575,606,579,580
8,6,rural,male,cauc,small,master,19,non-free,559,622,557,561
78,41,rural,male,cauc,regular,specialist,13,non-free,618,644,611,639
28,11,inner-city,male,afam,regular+aide,master,12,free,545,610,563,655
75,39,rural,female,cauc,small,bachelor,22,non-free,627,650,574,631
4,4,suburban,female,cauc,regular+aide,master,2,non-free,650,639,626,629
77,40,rural,female,cauc,small,bachelor,2,non-free,582,580,540,589
4,4,suburban,male,cauc,regular,master,15,non-free,608,624,570,596
64,31,rural,female,cauc,regular,master,6,non-free,536,577,559,586
49,21,rural,male,afam,small,bachelor,13,free,566,588,515,574
68,34,rural,female,cauc,small,master,12,non-free,627,654,699,672
12,9,rural,male,cauc,regular+aide,bachelor,16,free,659,665,626,726
32,11,inner-city,female,afam,regular,master,25,free,569,595,535,583
2,2,urban,female,cauc,regular+aide,master,19,free,544,610,533,604
27,11,inner-city,female,afam,regular+aide,bachelor,4,free,591,608,615,651
11,8,rural,female,cauc,regular,bachelor,37,non-free,622,629,632,636
50,21,rural,male,cauc,regular+aide,master,9,non-free,571,614,590,648
38,14,rural,female,cauc,small,bachelor,9,free,566,602,577,597
49,21,rural,female,cauc,regular+aide,master,17,free,611,626,593,604
39,15,rural,male,cauc,regular,master,18,free,627,608,648,631
54,22,suburban,female,cauc,small,master,24,non-free,593,647,615,651
54,22,suburban,female,afam,small,master,20,free,611,661,582,636
64,31,rural,male,cauc,regular+aide,master,16,free,618,680,607,663
14,11,inner-city,female,afam,regular+aide,bachelor,0,free,591,604,590,626
32,11,inner-city,female,afam,regular+aide,master,33,free,611,602,582,610
50,21,rural,female,cauc,small,bachelor,14,non-free,571,608,584,593
9,6,urban,male,cauc,small,bachelor,9,non-free,542,599,518,585
59,26,urban,male,cauc,regular,master,7,non-free,569,582,596,639
79,41,rural,male,cauc,regular+aide,master,9,non-free,684,713,659,691
32,11,inner-city,male,afam,regular+aide,master,33,free,618,624,632,659
50,21,rural,male,afam,regular+aide,master,9,non-free,573,602,572,636
5,4,rural,male,cauc,regular,bachelor,8,non-free,650,644,615,629
29,11,inner-city,female,afam,regular,bachelor,5,free,566,580,590,636
4,4,suburban,male,cauc,small,bachelor,6,non-free,584,639,587,636
74,38,rural,male,cauc,regular+aide,master,19,free,586,606,552,579
3,3,rural,male,cauc,regular,bachelor,21,non-free,511,545,523,565
77,40,rural,male,cauc,small,bachelor,2,non-free,643,680,632,655
50,21,rural,female,cauc,small,master,15,non-free,614,654,593,629
68,34,rural,male,cauc,regular+aide,master,19,non-free,637,675,632,626
65,31,rural,male,cauc,regular+aide,bachelor,2,free,564,593,559,612
3,3,rural,male,cauc,regular+aide,bachelor,3,non-free,637,639,721,663
46,18,suburban,female,cauc,regular+aide,bachelor,12,non-free,614,702,587,648
11,8,rural,female,afam,regular,bachelor,37,free,611,631,559,593
47,19,rural,female,cauc,regular+aide,bachelor,0,non-free,559,590,570,672
8,6,rural,female,cauc,small,bachelor,10,free,659,675,674,684
1,1,rural,female,cauc,regular+aide,bachelor,30,non-free,618,675,626,659
54,22,suburban,female,cauc,small,master,24,non-free,684,686,648,672
36,12,suburban,male,cauc,regular+aide,bachelor,29,non-free,622,657,639,726
22,11,inner-city,male,afam,regular+aide,master,12,free,542,595,579,610
8,6,rural,male,cauc,regular,bachelor,22,non-free,614,644,607,639
45,18,inner-city,male,afam,regular+aide,master,11,free,509,592,674,631
73,37,rural,female,cauc,regular+aide,master,15,non-free,650,670,639,629
75,39,rural,female,cauc,regular,bachelor,19,non-free,608,647,593,622
19,11,inner-city,female,afam,small,master,18,free,541,575,494,579
33,11,inner-city,male,afam,regular,bachelor,0,free,614,647,632,672
68,34,rural,female,cauc,small,bachelor,3,free,554,599,568,591
49,21,rural,female,cauc,small,master,4,non-free,669,650,607,691
23,11,suburban,female,afam,regular,bachelor,10,free,554,626,587,648
7,5,rural,female,cauc,small,bachelor,5,non-free,631,641,599,639
2,2,urban,male,cauc,small,master,9,non-free,582,565,590,593
66,32,rural,female,cauc,regular+aide,master,4,non-free,608,675,615,678
32,11,inner-city,male,afam,regular+aide,bachelor,23,free,588,582,548,562
53,22,inner-city,female,cauc,small,bachelor,1,non-free,550,604,603,612
9,6,urban,female,cauc,regular+aide,master,38,non-free,631,670,615,655
17,11,suburban,male,cauc,small,bachelor,14,non-free,684,753,648,678
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,591,608,574,588
46,18,suburban,female,cauc,regular,master,24,non-free,627,702,596,634
50,21,rural,female,cauc,small,bachelor,14,non-free,643,665,674,691
55,23,rural,male,cauc,regular,master,17,free,569,604,570,604
1,1,rural,male,cauc,small,bachelor,28,free,618,614,603,604
61,28,suburban,male,cauc,regular+aide,master,6,free,566,602,579,601
15,11,inner-city,male,afam,small,master,21,free,604,665,620,634
49,21,rural,male,cauc,small,bachelor,13,free,523,555,565,603
9,6,urban,female,cauc,small,bachelor,9,non-free,650,680,699,659
29,11,inner-city,male,afam,regular,bachelor,2,free,549,650,639,684
66,32,rural,female,cauc,small,bachelor,1,non-free,659,693,674,691
10,7,urban,female,cauc,small,bachelor,36,non-free,669,657,674,711
20,11,suburban,male,afam,regular+aide,bachelor,4,non-free,541,564,514,568
44,18,suburban,male,afam,regular,master,14,free,545,573,545,536
22,11,inner-city,male,afam,regular+aide,master,14,free,511,577,525,571
21,11,suburban,male,afam,regular+aide,master,19,free,550,583,509,559
68,34,rural,male,cauc,small,bachelor,3,non-free,591,647,611,659
4,4,suburban,male,cauc,regular+aide,master,2,non-free,631,675,620,684
19,11,inner-city,female,afam,small,master,18,free,564,626,536,620
73,37,rural,male,cauc,regular+aide,master,15,non-free,533,578,563,612
4,4,suburban,female,cauc,small,master,18,non-free,568,606,557,614
29,11,inner-city,female,afam,small,master,31,non-free,631,713,721,726
17,11,suburban,female,cauc,regular+aide,master,18,non-free,575,588,541,579
62,29,rural,male,cauc,regular+aide,bachelor,10,non-free,554,577,626,659
16,11,inner-city,female,afam,regular+aide,bachelor,26,free,549,572,518,591
68,34,rural,female,cauc,regular+aide,master,15,non-free,604,661,620,711
65,31,rural,female,cauc,regular+aide,bachelor,2,non-free,596,636,577,634
32,11,inner-city,female,afam,regular,bachelor,31,free,521,535,495,541
53,22,inner-city,male,afam,regular,master,19,non-free,582,647,572,636
78,41,rural,female,cauc,regular,specialist,13,free,533,573,556,583
41,17,suburban,male,cauc,small,bachelor,5,non-free,577,597,574,634
52,22,suburban,male,cauc,small,bachelor,23,non-free,586,693,568,651
5,4,rural,male,cauc,small,master,13,free,596,590,559,629
24,11,suburban,female,afam,regular,master,19,free,614,629,545,639
29,11,inner-city,female,afam,regular,bachelor,5,free,608,644,557,651
73,37,rural,male,cauc,small,bachelor,9,free,549,567,531,594
68,34,rural,male,cauc,small,bachelor,3,non-free,535,618,568,642
40,16,rural,male,cauc,regular+aide,specialist,12,free,550,575,550,559
69,35,rural,male,cauc,regular,bachelor,7,free,643,661,577,620
34,12,rural,female,afam,regular+aide,master,16,free,560,644,557,634
69,35,rural,female,cauc,regular,bachelor,7,free,596,644,674,678
66,32,rural,male,cauc,regular+aide,master,4,free,618,639,603,624
11,8,rural,male,cauc,regular+aide,master,14,non-free,709,675,615,711
56,24,rural,male,cauc,regular+aide,master,15,non-free,614,693,626,648
16,11,inner-city,female,afam,small,bachelor,22,free,566,624,607,618
57,24,rural,female,cauc,regular+aide,bachelor,7,non-free,560,631,548,603
24,11,suburban,male,afam,small,master,10,free,523,595,536,629
51,22,suburban,male,afam,small,master,17,non-free,523,540,554,586
16,11,inner-city,female,afam,regular+aide,master,23,free,588,647,546,616
27,11,inner-city,female,afam,regular+aide,bachelor,25,free,532,569,531,540
63,30,rural,male,cauc,small,bachelor,1,non-free,586,614,659,648
49,21,rural,male,cauc,small,master,4,free,549,554,538,546
34,12,rural,male,cauc,regular+aide,master,16,non-free,559,616,565,620
68,34,rural,male,cauc,regular+aide,master,19,free,557,582,607,593
35,12,rural,female,cauc,regular,master,17,non-free,532,564,563,576
20,11,suburban,male,afam,regular+aide,bachelor,4,free,575,614,568,648
74,38,rural,female,cauc,regular+aide,master,36,non-free,650,657,721,655
77,40,rural,male,cauc,regular+aide,master,15,non-free,614,595,611,629
52,22,suburban,female,cauc,small,master,6,non-free,562,636,561,642
51,22,suburban,male,cauc,small,master,17,non-free,573,600,615,642
35,12,rural,female,cauc,regular,master,17,free,622,612,593,588
40,16,rural,male,cauc,small,bachelor,36,free,650,686,587,631
38,14,rural,male,cauc,small,bachelor,9,free,608,599,615,612
80,42,rural,female,cauc,regular,master,13,non-free,573,610,552,608
3,3,rural,female,cauc,regular,bachelor,21,non-free,555,614,559,616
20,11,suburban,female,afam,regular,bachelor,7,non-free,608,610,568,631
21,11,suburban,female,afam,regular,bachelor,4,free,568,580,526,586
45,18,inner-city,male,afam,regular+aide,master,11,free,523,557,565,570
65,31,rural,female,cauc,small,master,2,non-free,552,631,582,589
32,11,inner-city,female,afam,small,master,33,free,602,622,579,622
27,11,inner-city,male,afam,regular+aide,bachelor,4,non-free,586,618,615,616
53,22,inner-city,male,cauc,regular+aide,bachelor,7,free,614,618,603,645
30,11,inner-city,female,afam,regular+aide,bachelor,18,free,579,641,533,603
62,29,rural,male,cauc,regular,bachelor,17,free,564,583,565,618
19,11,inner-city,female,afam,small,master,21,free,549,588,540,585
17,11,suburban,female,afam,regular,master,19,non-free,596,647,550,618
63,30,rural,male,cauc,regular,bachelor,9,free,586,585,599,651
20,11,suburban,female,afam,regular+aide,bachelor,4,non-free,604,647,559,636
58,25,suburban,female,cauc,regular+aide,bachelor,8,non-free,599,633,552,604
51,22,suburban,female,afam,regular,bachelor,5,free,547,562,531,568
59,26,urban,female,afam,small,bachelor,2,free,596,641,620,655
7,5,rural,male,cauc,regular+aide,master,5,free,577,626,626,639
24,11,suburban,male,afam,small,master,10,non-free,547,620,546,608
67,33,rural,female,cauc,regular+aide,master,19,free,596,629,603,631
56,24,rural,female,cauc,regular+aide,master,15,non-free,602,614,579,618
33,11,inner-city,female,afam,regular,bachelor,0,free,604,661,620,648
41,17,suburban,female,cauc,regular+aide,master,21,non-free,631,693,582,634
49,21,rural,male,cauc,regular+aide,master,17,non-free,582,590,620,659
78,41,rural,male,cauc,small,master,14,free,614,629,587,645
47,19,rural,male,cauc,small,bachelor,34,free,538,620,568,601
60,27,urban,male,cauc,regular+aide,bachelor,20,free,604,636,584,624
54,22,suburban,female,cauc,small,master,20,non-free,659,665,648,659
51,22,suburban,female,afam,regular+aide,bachelor,14,non-free,573,636,545,667
20,11,suburban,female,afam,regular+aide,bachelor,4,free,544,606,536,582
78,41,rural,female,cauc,small,master,14,non-free,659,670,699,711
53,22,inner-city,male,cauc,regular,master,19,non-free,559,614,528,585
34,12,rural,female,cauc,regular+aide,bachelor,9,non-free,631,624,582,691
36,12,suburban,female,cauc,regular+aide,bachelor,29,non-free,684,657,674,678
72,36,rural,female,afam,small,bachelor,10,free,643,647,620,624
50,21,rural,male,cauc,small,master,15,free,562,614,584,610
23,11,suburban,male,afam,regular+aide,master,20,non-free,618,618,574,620
79,41,rural,male,cauc,regular+aide,master,9,non-free,627,654,611,655
68,34,rural,male,cauc,small,bachelor,3,non-free,599,612,572,634
67,33,rural,female,cauc,small,bachelor,2,non-free,582,600,557,606
56,24,rural,male,afam,small,master,11,free,584,620,579,626
40,16,rural,female,cauc,small,bachelor,36,free,564,647,570,618
49,21,rural,male,cauc,regular+aide,master,17,free,588,620,590,648
7,5,rural,female,cauc,regular+aide,master,5,free,588,631,579,663
73,37,rural,female,cauc,regular+aide,master,15,non-free,614,661,584,624
69,35,rural,male,cauc,small,bachelor,18,non-free,659,702,632,752
57,24,rural,male,cauc,regular+aide,bachelor,7,non-free,550,595,570,588
51,22,suburban,male,afam,small,bachelor,15,free,568,629,554,612
22,11,inner-city,male,afam,small,master,33,free,573,631,611,631
55,23,rural,female,cauc,regular+aide,master,4,non-free,614,633,596,684
74,38,rural,male,afam,regular+aide,master,19,non-free,631,604,596,610
77,40,rural,male,cauc,regular+aide,master,15,non-free,627,631,574,606
58,25,suburban,female,cauc,small,bachelor,19,non-free,627,636,615,645
24,11,suburban,female,afam,small,master,10,free,547,629,572,620
35,12,rural,female,cauc,small,master,10,non-free,650,675,659,691
58,25,suburban,male,cauc,regular+aide,master,16,non-free,526,588,528,556
36,12,suburban,female,cauc,regular,master,9,non-free,554,606,572,596
5,4,rural,male,cauc,regular+aide,bachelor,23,free,608,626,565,651
38,14,rural,female,cauc,regular+aide,bachelor,17,free,643,606,607,604
45,18,inner-city,male,afam,regular,bachelor,3,free,604,680,648,726
4,4,suburban,male,cauc,small,bachelor,6,non-free,614,618,587,610
5,4,rural,male,cauc,regular,bachelor,8,non-free,562,552,533,554
38,14,rural,female,cauc,regular+aide,bachelor,17,non-free,732,661,648,642
25,11,suburban,female,cauc,regular+aide,bachelor,8,non-free,564,580,607,612
67,33,rural,male,cauc,regular+aide,master,19,free,577,608,596,624
35,12,rural,male,cauc,regular+aide,bachelor,10,non-free,669,657,674,672
79,41,rural,male,cauc,regular,master,12,non-free,596,616,626,684
11,8,rural,male,cauc,regular+aide,master,14,non-free,557,582,541,608
20,11,suburban,female,afam,regular,bachelor,7,non-free,552,590,536,549
74,38,rural,male,cauc,regular+aide,master,36,non-free,569,622,550,614
38,14,rural,female,cauc,regular+aide,bachelor,17,free,732,639,699,678
20,11,suburban,female,afam,regular+aide,master,28,non-free,588,631,559,562
72,36,rural,male,cauc,small,bachelor,10,non-free,709,686,674,691
51,22,suburban,male,cauc,regular+aide,master,15,non-free,582,647,626,651
77,40,rural,female,cauc,regular,bachelor,8,free,593,599,626,620
16,11,inner-city,female,afam,regular+aide,master,11,free,575,575,611,631
35,12,rural,female,cauc,regular+aide,bachelor,10,free,566,585,504,531
31,11,inner-city,male,afam,small,master,14,free,524,600,579,624
17,11,suburban,female,cauc,regular+aide,master,18,non-free,535,572,517,577
46,18,suburban,male,cauc,small,bachelor,12,free,560,616,574,610
35,12,rural,female,cauc,small,master,10,non-free,650,702,659,663
7,5,rural,male,cauc,small,bachelor,5,non-free,643,661,639,711
72,36,rural,female,cauc,small,bachelor,10,non-free,643,629,648,678
12,9,rural,male,cauc,regular,bachelor,0,non-free,622,620,615,614
20,11,suburban,female,afam,small,bachelor,13,non-free,564,641,546,582
27,11,inner-city,male,afam,regular,master,14,free,557,557,577,576
22,11,inner-city,female,afam,small,bachelor,8,free,593,624,584,620
47,19,rural,male,cauc,small,bachelor,34,free,557,587,590,594
17,11,suburban,female,afam,regular,master,19,free,523,567,499,564
12,9,rural,female,cauc,small,bachelor,15,non-free,573,650,568,629
20,11,suburban,female,afam,small,master,9,non-free,550,572,593,597
12,9,rural,male,cauc,regular+aide,bachelor,16,non-free,608,650,611,726
55,23,rural,male,cauc,regular+aide,master,4,free,571,587,620,684
25,11,suburban,female,afam,regular,bachelor,8,free,569,592,543,593
62,29,rural,male,cauc,regular+aide,bachelor,10,non-free,569,626,607,620
30,11,inner-city,male,afam,regular+aide,bachelor,18,free,547,542,517,546
39,15,rural,male,cauc,small,bachelor,31,free,608,618,554,612
41,17,suburban,female,cauc,regular,master,19,non-free,604,610,599,610
23,11,suburban,female,afam,regular+aide,master,20,non-free,591,657,568,634
47,19,rural,male,cauc,regular+aide,bachelor,0,free,544,618,565,597
47,19,rural,female,cauc,regular+aide,bachelor,0,non-free,562,626,577,614
7,5,rural,female,afam,regular,bachelor,21,free,593,626,554,626
7,5,rural,male,cauc,regular+aide,bachelor,0,free,547,565,590,620
3,3,rural,male,afam,regular,bachelor,21,free,591,604,525,574
64,31,rural,female,cauc,regular+aide,master,16,non-free,604,610,607,663
34,12,rural,female,cauc,regular,bachelor,14,non-free,557,614,512,536
72,36,rural,male,cauc,regular,master,13,non-free,627,604,632,601
75,39,rural,male,cauc,regular,bachelor,19,non-free,659,728,626,655
52,22,suburban,male,cauc,small,master,6,non-free,552,587,593,626
15,11,inner-city,male,afam,regular+aide,master,25,non-free,622,661,639,684
17,11,suburban,male,cauc,small,bachelor,14,free,596,650,599,663
61,28,suburban,female,cauc,regular+aide,master,15,non-free,684,675,699,700
23,11,suburban,female,afam,small,bachelor,11,free,650,612,599,579
3,3,rural,male,afam,regular,bachelor,21,non-free,631,618,579,620
26,11,inner-city,female,afam,regular,master,22,free,562,610,500,579
17,11,suburban,male,afam,small,bachelor,8,free,509,550,531,574
24,11,suburban,female,afam,small,master,10,non-free,552,624,554,626
62,29,rural,male,cauc,small,bachelor,15,non-free,538,616,568,629
62,29,rural,female,cauc,regular+aide,bachelor,10,free,569,614,596,631
66,32,rural,male,cauc,regular+aide,master,4,non-free,618,620,699,667
64,31,rural,female,cauc,regular,bachelor,22,non-free,611,618,674,651
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,596,657,620,648
51,22,suburban,male,afam,small,bachelor,9,free,544,567,548,591
57,24,rural,male,cauc,small,master,11,non-free,582,636,541,601
51,22,suburban,female,cauc,regular+aide,bachelor,14,non-free,631,670,620,667
58,25,suburban,female,cauc,small,bachelor,19,non-free,555,602,515,559
8,6,rural,male,cauc,regular,bachelor,22,free,557,597,548,599
75,39,rural,female,cauc,small,specialist,13,non-free,709,728,721,726
41,17,suburban,female,cauc,regular,master,20,non-free,602,608,590,639
1,1,rural,female,cauc,small,bachelor,0,non-free,622,661,659,663
75,39,rural,female,cauc,small,bachelor,22,non-free,622,631,559,616
31,11,inner-city,female,afam,small,master,14,non-free,604,633,626,655
61,28,suburban,female,afam,regular+aide,master,15,free,586,650,648,631
22,11,inner-city,female,afam,small,master,19,free,526,535,554,540
12,9,rural,male,cauc,regular,bachelor,0,non-free,602,602,577,601
16,11,inner-city,female,afam,small,master,29,free,611,680,611,684
27,11,inner-city,male,afam,regular+aide,bachelor,25,non-free,575,644,584,631
40,16,rural,female,cauc,small,bachelor,36,non-free,622,633,639,678
61,28,suburban,female,cauc,regular+aide,master,6,non-free,709,670,639,711
50,21,rural,female,cauc,small,bachelor,12,free,584,641,565,651
3,3,rural,male,cauc,regular,bachelor,21,non-free,596,641,593,622
61,28,suburban,male,cauc,regular+aide,master,6,free,618,620,577,636
29,11,inner-city,male,afam,regular,bachelor,2,free,557,588,563,597
73,37,rural,female,cauc,small,bachelor,9,non-free,643,629,632,608
72,36,rural,female,cauc,regular,master,13,non-free,622,661,648,659
69,35,rural,female,cauc,regular,bachelor,7,non-free,618,573,593,651
72,36,rural,female,cauc,regular,master,13,free,518,554,548,541
22,11,inner-city,male,afam,regular,bachelor,20,free,500,552,504,574
64,31,rural,male,cauc,small,bachelor,17,free,571,585,540,577
19,11,inner-city,male,afam,regular,master,16,free,506,560,559,583
14,11,inner-city,female,afam,regular+aide,bachelor,0,free,566,573,570,622
9,6,urban,female,cauc,small,master,19,non-free,577,636,563,614
30,11,inner-city,female,afam,regular+aide,bachelor,18,free,539,564,497,549
58,25,suburban,male,cauc,regular+aide,bachelor,8,non-free,618,595,620,604
1,1,rural,female,cauc,regular,bachelor,5,free,575,618,570,591
51,22,suburban,male,cauc,regular,bachelor,5,free,650,631,593,608
44,18,suburban,male,afam,small,bachelor,3,free,538,639,572,618
72,36,rural,male,cauc,regular+aide,master,7,free,627,588,590,604
60,27,urban,female,cauc,regular+aide,bachelor,20,free,643,636,626,631
46,18,suburban,male,cauc,small,master,8,non-free,538,570,599,620
63,30,rural,male,cauc,regular,bachelor,23,non-free,631,675,639,684
15,11,inner-city,female,afam,small,master,21,free,512,590,584,663
1,1,rural,female,cauc,regular+aide,bachelor,30,non-free,631,670,632,639
2,2,urban,male,cauc,regular+aide,master,19,free,596,644,570,631
22,11,inner-city,female,afam,regular,bachelor,20,free,506,547,497,533
16,11,inner-city,male,afam,regular+aide,master,11,free,523,595,561,589
10,7,urban,female,cauc,regular+aide,master,36,non-free,684,661,648,636
36,12,suburban,male,cauc,regular,master,9,non-free,588,624,603,672
20,11,suburban,male,afam,regular+aide,bachelor,4,non-free,643,654,568,678
44,18,suburban,male,afam,regular,master,14,free,564,577,559,556
65,31,rural,female,cauc,regular,bachelor,24,non-free,586,629,584,620
68,34,rural,female,afam,small,bachelor,0,free,559,599,550,561
63,30,rural,male,cauc,regular+aide,bachelor,15,free,602,590,615,622
23,11,suburban,female,afam,regular,master,26,non-free,571,606,554,601
27,11,inner-city,female,afam,regular+aide,bachelor,4,free,577,582,593,604
78,41,rural,male,cauc,regular,specialist,13,non-free,618,606,557,616
51,22,suburban,male,cauc,small,bachelor,9,non-free,684,665,632,645
2,2,urban,female,cauc,regular,master,15,non-free,552,610,552,586
56,24,rural,female,cauc,regular,master,9,non-free,569,661,599,603
29,11,inner-city,male,afam,regular+aide,bachelor,2,free,555,575,563,547
4,4,suburban,female,cauc,regular,master,15,non-free,650,633,648,624
32,11,inner-city,female,afam,regular,master,25,free,573,616,545,604
61,28,suburban,male,cauc,regular,master,4,non-free,650,633,607,667
21,11,suburban,male,cauc,regular+aide,master,19,non-free,538,559,514,597
67,33,rural,female,cauc,regular,bachelor,7,non-free,604,622,582,648
41,17,suburban,female,cauc,regular+aide,master,21,non-free,575,644,632,639
33,11,inner-city,female,afam,regular+aide,bachelor,5,free,529,555,510,564
63,30,rural,female,cauc,regular+aide,bachelor,15,free,608,626,611,622
63,30,rural,male,cauc,regular+aide,bachelor,15,free,599,592,579,606
72,36,rural,male,cauc,small,bachelor,10,free,669,675,699,634
47,19,rural,female,cauc,small,bachelor,2,non-free,579,593,596,610
51,22,suburban,female,afam,regular,bachelor,5,free,539,587,546,585
27,11,inner-city,male,afam,small,bachelor,15,free,547,562,570,582
12,9,rural,male,cauc,small,bachelor,15,free,554,639,590,655
62,29,rural,female,cauc,regular+aide,bachelor,10,non-free,571,624,603,631
1,1,rural,female,cauc,regular,bachelor,5,non-free,627,622,615,604
59,26,urban,male,cauc,small,bachelor,13,non-free,517,557,514,564
53,22,inner-city,male,cauc,regular,master,19,free,552,620,548,629
3,3,rural,male,cauc,small,bachelor,6,non-free,631,647,632,639
57,24,rural,male,cauc,regular,bachelor,3,non-free,602,620,559,601
60,27,urban,male,cauc,small,bachelor,14,non-free,684,675,659,684
47,19,rural,male,cauc,regular,bachelor,1,non-free,560,614,548,614
53,22,inner-city,male,afam,regular+aide,bachelor,7,non-free,604,644,570,639
63,30,rural,female,cauc,regular+aide,bachelor,15,non-free,684,654,648,629
58,25,suburban,male,cauc,regular+aide,bachelor,8,non-free,541,572,582,582
9,6,urban,female,cauc,regular+aide,master,16,non-free,571,588,593,606
63,30,rural,male,afam,small,master,12,non-free,591,597,577,636
57,24,rural,male,cauc,regular,bachelor,3,non-free,659,650,632,655
3,3,rural,male,cauc,regular+aide,master,13,non-free,709,702,699,711
74,38,rural,male,cauc,regular+aide,master,19,free,569,610,599,608
65,31,rural,female,cauc,small,bachelor,4,free,608,622,596,667
46,18,suburban,female,cauc,regular+aide,bachelor,12,free,602,622,590,624
12,9,rural,male,cauc,regular,bachelor,0,free,637,633,611,583
49,21,rural,male,cauc,small,master,4,non-free,545,612,550,599
69,35,rural,female,cauc,regular+aide,bachelor,12,non-free,684,650,599,636
79,41,rural,male,cauc,regular+aide,master,9,non-free,554,577,546,603
68,34,rural,female,afam,small,bachelor,0,free,627,618,596,576
59,26,urban,male,cauc,regular,master,7,non-free,643,616,648,642
55,23,rural,female,cauc,small,bachelor,16,free,586,616,536,588
57,24,rural,female,cauc,regular+aide,bachelor,7,non-free,684,686,639,642
40,16,rural,female,cauc,regular,bachelor,3,non-free,549,600,577,616
65,31,rural,male,cauc,small,master,2,free,532,545,536,577
19,11,inner-city,male,afam,small,master,21,free,544,573,526,588
32,11,inner-city,male,afam,regular+aide,bachelor,23,free,643,608,639,642
20,11,suburban,female,afam,regular,bachelor,7,free,566,631,568,594
66,32,rural,male,cauc,small,bachelor,24,non-free,599,670,570,639
9,6,urban,female,cauc,small,master,19,non-free,627,675,607,651
55,23,rural,male,cauc,regular+aide,master,4,non-free,554,583,522,624
57,24,rural,male,afam,small,master,11,non-free,582,602,554,622
9,6,urban,female,cauc,regular+aide,master,38,free,631,650,632,659
62,29,rural,female,cauc,regular+aide,bachelor,10,free,549,626,561,620
28,11,inner-city,male,afam,small,master,14,free,577,614,620,636
21,11,suburban,male,afam,regular+aide,master,19,free,586,633,535,612
38,14,rural,male,cauc,regular,bachelor,3,free,602,540,584,565
60,27,urban,male,afam,small,bachelor,14,non-free,582,590,596,606
